Soil pH,Soil Texture,Wind Speed (m/s),Humidity (%),Is Crop,Start,End,Is Previous Crop,Yield of Previous Crop (kg/ha),Crop Growth Stage,Rainfall Confidence (%),Is Planting Month,Crop to Plant,Water Management,Pest Control Recommendation,Optimal Planting Time
5.0,Loamy,6.49,41.66,Bitter Kola,1,12,Okra (Lady's Finger),4912.58,Vegetative,66,2,Beans,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Delay planting for a week.
5.9,Clay,4.64,66.93,Rice,4,6,Pumpkins,534.71,Mature,99,3,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
6.7,Loamy,3.67,60.94,Groundnuts (Peanuts),1,12,"Tropical Fruits (Papaya, Guava, etc.)",1107.37,Vegetative,73,1,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.1,Loamy,0.5,81.11,Tea,1,12,Rice,1517.66,Mature,43,9,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.1,Clay,0.42,47.14,Pigeon Peas,1,12,Cassava,4227.42,Mature,47,11,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.5,Clay,2.38,72.45,Okra (Lady's Finger),7,9,Maize,1167.91,Vegetative,57,12,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
6.0,Loamy,4.86,37.32,Rice,4,6,Pigeon Peas,77.85,Vegetative,81,5,Sorghum,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
5.2,Clay,9.04,95.3,Coffee,1,12,Tomatoes,3563.2,Mature,59,7,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for a week.
6.7,Clay,2.02,73.36,Bitter Kola,1,12,Tea,3766.21,Vegetative,23,9,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.1,Loamy,8.06,49.23,Okra (Lady's Finger),7,9,Maize,1140.65,Mature,0,9,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.7,Clay,6.73,76.88,Chili Peppers,8,10,Onions,2265.93,Vegetative,57,5,Potatoes,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
5.8,Clay,8.27,50.53,Cassava,1,12,Chili Peppers,2141.44,Mature,92,6,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.7,Loamy,0.63,52.08,Spinach,5,7,Cabbages,2025.85,Mature,21,4,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.3,Clay,3.3,67.13,Pineapples,1,12,Rice,4297.41,Vegetative,14,1,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Delay planting for at least a month.
5.2,Loamy,2.9,78.3,Pumpkins,7,9,Eggplant (Brinjal),4464.96,Vegetative,1,4,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
6.3,Loamy,5.63,34.18,Tea,1,12,Spinach,2842.74,Mature,21,9,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.1,Loamy,6.89,65.59,Bananas,1,12,Bitter Kola,2541.54,Vegetative,4,5,Beans,Implement drip irrigation and monitor water levels.,Windy conditions; monitor for pests but spraying may be less effective.,Delay planting for at least a month.
6.7,Loamy,8.98,60.91,Tomatoes,7,9,Pigeon Peas,3499.86,Mature,100,10,Sorghum,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.5,Clay,6.09,52.94,Cassava,1,12,Lettuce,4963.59,Vegetative,44,7,Rice,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Delay planting for at least a month.
5.8,Clay,4.2,48.93,Coffee,1,12,Spinach,3309.18,Vegetative,8,6,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
6.9,Loamy,9.74,45.75,Tomatoes,7,9,Bananas,3541.99,Vegetative,14,6,Beans,Implement drip irrigation and monitor water levels.,Windy conditions; monitor for pests but spraying may be less effective.,Consider planting a different crop.
5.6,Clay,0.46,41.52,Pumpkins,7,9,Sorghum,4130.64,Vegetative,95,2,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Optimal time to spray; consider preventive measures.,Consider planting a different crop.
5.4,Clay,1.25,41.16,Chili Peppers,8,10,Sweet Potatoes,3789.73,Vegetative,0,5,Rice,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately if conditions allow.
5.2,Loamy,5.05,94.63,Chili Peppers,8,10,Spinach,3986.31,Mature,76,10,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.8,Loamy,3.32,68.04,Tomatoes,7,9,Pumpkins,4103.07,Mature,44,1,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.6,Clay,0.06,39.27,Maize,3,5,"Tropical Fruits (Papaya, Guava, etc.)",1123.22,Vegetative,37,11,Potatoes,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Not optimal for planting; consider waiting for the right season.
6.9,Loamy,2.39,91.74,Carrots,6,8,Cabbages,497.12,Mature,87,10,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.8,Loamy,0.17,44.07,Lettuce,5,7,Cabbages,2256.54,Vegetative,95,5,Beans,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Plant immediately.
6.0,Loamy,1.2,90.0,Cucumbers,8,10,Chili Peppers,1660.54,Vegetative,9,6,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Plant immediately if conditions allow.
5.4,Clay,4.07,66.6,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Eggplant (Brinjal),2368.98,Mature,44,9,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
6.6,Clay,4.07,42.34,Bananas,1,12,Mangoes,3672.45,Mature,62,10,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for two weeks.
6.9,Loamy,4.57,56.5,Potatoes,2,4,Beans,4355.97,Vegetative,98,8,Sorghum,Frequent irrigation required for seedling establishment.,Optimal time to spray; consider preventive measures.,Not optimal for planting; consider waiting for the right season.
6.8,Clay,8.7,94.87,Lettuce,5,7,Tea,87.33,Vegetative,2,11,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
5.4,Loamy,6.98,64.89,Cucumbers,8,10,Maize,331.63,Mature,80,11,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.3,Clay,7.33,30.09,Eggplant (Brinjal),8,10,Tea,3426.73,Mature,75,8,Rice,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.3,Loamy,9.11,75.66,Eggplant (Brinjal),8,10,Onions,4930.98,Mature,44,7,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
5.6,Clay,4.26,52.25,Mangoes,10,12,Coffee,3850.88,Mature,0,3,Potatoes,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.0,Loamy,2.74,49.13,Onions,7,9,Cucumbers,3802.93,Mature,9,11,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
6.8,Clay,7.59,82.19,Tomatoes,7,9,Okra (Lady's Finger),2947.18,Mature,26,9,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
6.8,Clay,7.13,47.76,Groundnuts (Peanuts),1,12,Avocados,2141.52,Mature,99,12,Rice,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
5.4,Loamy,1.75,66.59,Onions,7,9,Sweet Potatoes,1453.88,Mature,30,4,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Consider planting a different crop.
6.2,Clay,7.03,98.89,Cabbages,6,9,Carrots,4287.82,Mature,38,8,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Delay planting for at least a month.
5.2,Clay,9.28,70.69,Carrots,6,8,Eggplant (Brinjal),2372.87,Vegetative,2,4,Rice,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
6.8,Loamy,6.13,52.76,Bananas,1,12,Coffee,3861.16,Mature,73,4,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.1,Clay,7.55,35.1,Eggplant (Brinjal),8,10,"Tropical Fruits (Papaya, Guava, etc.)",3996.99,Vegetative,17,7,Rice,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Plant immediately if conditions allow.
5.2,Loamy,4.32,96.53,Onions,7,9,Okra (Lady's Finger),2465.42,Vegetative,68,1,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Not optimal for planting; consider waiting for the right season.
6.3,Loamy,1.9,61.78,Tea,1,12,Carrots,2998.44,Mature,84,4,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately.
6.3,Loamy,5.46,64.27,Lettuce,5,7,Eggplant (Brinjal),3365.78,Vegetative,37,1,Beans,Implement drip irrigation and monitor water levels.,Windy conditions; monitor for pests but spraying may be less effective.,Not optimal for planting; consider waiting for the right season.
5.2,Clay,6.23,97.36,Beans,8,10,Watermelon,4450.55,Mature,40,1,Rice,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Plant immediately if conditions allow.
5.7,Loamy,8.24,97.59,Lettuce,5,7,Bananas,2167.02,Vegetative,39,4,Beans,Implement drip irrigation and monitor water levels.,High risk of pests; consider organic options and monitor closely.,Consider planting a different crop.
5.1,Loamy,9.41,56.52,Eggplant (Brinjal),8,10,Maize,734.14,Mature,16,6,Beans,Implement drip irrigation and monitor water levels.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.5,Clay,9.55,55.02,Eggplant (Brinjal),8,10,Tomatoes,2843.92,Mature,83,11,Potatoes,Natural moisture retention is sufficient; monitor conditions.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
5.0,Clay,2.63,71.98,"Tropical Fruits (Papaya, Guava, etc.)",1,12,Pigeon Peas,2254.54,Vegetative,63,5,Maize,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for two weeks.
5.7,Loamy,1.22,85.23,Pumpkins,7,9,Sorghum,3344.46,Mature,99,12,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
7.0,Loamy,2.65,79.13,Cabbages,6,9,Sweet Potatoes,1455.21,Mature,91,2,Beans,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
6.8,Loamy,3.75,73.05,Cassava,1,12,Onions,3676.96,Vegetative,72,3,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Plant immediately.
5.6,Loamy,1.01,74.94,Groundnuts (Peanuts),1,12,Potatoes,961.06,Vegetative,70,4,Beans,Frequent irrigation required for seedling establishment.,High risk of pests; consider organic options and monitor closely.,Delay planting for two weeks.
5.8,Loamy,9.64,31.8,Tea,1,12,Avocados,4529.82,Vegetative,80,2,Beans,Frequent irrigation required for seedling establishment.,Windy conditions; monitor for pests but spraying may be less effective.,Plant immediately.
6.1,Loamy,3.31,45.96,Beans,8,10,Groundnuts (Peanuts),1069.71,Mature,77,4,Sorghum,Maintain steady moisture levels to support final crop development.,Regularly monitor pest populations; maintain good crop health.,Not optimal for planting; consider waiting for the right season.
